date,day_of_week,month,is_weekend,is_monsoon,train_no,train_name,station,station_index,total_stations,departure_hour,delay_minutes,is_bottleneck
2024-04-03,Wednesday,April,False,False,12627,Karnataka Express,Pune,4,7,12,65.9,False
2024-04-03,Wednesday,April,False,False,12627,Karnataka Express,Dadar,5,7,12,66.9,False
2024-04-03,Wednesday,April,False,False,12627,Karnataka Express,New Delhi,6,7,12,73.8,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Chennai Central,0,7,13,1.3,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Vijayawada,1,7,13,0.9,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Warangal,2,7,13,0.0,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Nagpur,3,7,13,8.2,True
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Bhopal,4,7,13,8.8,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,Jhansi,5,7,13,21.6,False
2024-04-03,Wednesday,April,False,False,12615,Grand Trunk Express,New Delhi,6,7,13,32.1,False
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,22,1.5,False
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,22,7.2,False
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,22,17.8,True
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,22,13.8,False
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,22,20.7,False
2024-04-03,Wednesday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,22,27.7,False
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,6,7.0,False
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,Vadodara,1,6,6,2.6,False
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,Ratlam,2,6,6,2.9,False
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,Kota,3,6,6,5.6,True
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,Mathura,4,6,6,10.3,False
2024-04-04,Thursday,April,False,False,12951,Mumbai Rajdhani,New Delhi,5,6,6,10.8,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Howrah,0,7,12,0.0,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Dhanbad,1,7,12,0.0,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Gaya,2,7,12,0.3,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,12,24.4,True
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Allahabad,4,7,12,26.8,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,Kanpur,5,7,12,29.9,False
2024-04-04,Thursday,April,False,False,12301,Howrah Rajdhani,New Delhi,6,7,12,40.4,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Bangalore,0,7,19,0.0,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Guntakal,1,7,19,17.2,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Wadi,2,7,19,39.4,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Solapur,3,7,19,68.8,True
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Pune,4,7,19,67.2,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,Dadar,5,7,19,66.1,False
2024-04-04,Thursday,April,False,False,12627,Karnataka Express,New Delhi,6,7,19,58.9,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Chennai Central,0,7,13,6.0,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Vijayawada,1,7,13,12.5,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Warangal,2,7,13,8.1,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Nagpur,3,7,13,13.4,True
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Bhopal,4,7,13,19.5,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,Jhansi,5,7,13,31.0,False
2024-04-04,Thursday,April,False,False,12615,Grand Trunk Express,New Delhi,6,7,13,39.0,False
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,20,9.3,False
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,20,23.9,False
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,20,46.4,True
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,20,50.3,False
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,20,55.1,False
2024-04-04,Thursday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,20,57.2,False
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,14,4.1,False
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,Vadodara,1,6,14,13.6,False
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,Ratlam,2,6,14,12.4,False
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,Kota,3,6,14,16.3,True
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,Mathura,4,6,14,37.0,False
2024-04-05,Friday,April,False,False,12951,Mumbai Rajdhani,New Delhi,5,6,14,53.8,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Howrah,0,7,6,13.7,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Dhanbad,1,7,6,14.1,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Gaya,2,7,6,7.1,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,6,39.0,True
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Allahabad,4,7,6,33.6,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,Kanpur,5,7,6,36.0,False
2024-04-05,Friday,April,False,False,12301,Howrah Rajdhani,New Delhi,6,7,6,34.9,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Bangalore,0,7,11,3.6,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Guntakal,1,7,11,5.9,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Wadi,2,7,11,5.6,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Solapur,3,7,11,49.0,True
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Pune,4,7,11,41.4,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,Dadar,5,7,11,36.8,False
2024-04-05,Friday,April,False,False,12627,Karnataka Express,New Delhi,6,7,11,34.2,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Chennai Central,0,7,19,3.6,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Vijayawada,1,7,19,19.7,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Warangal,2,7,19,40.8,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Nagpur,3,7,19,55.7,True
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Bhopal,4,7,19,57.5,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,Jhansi,5,7,19,60.3,False
2024-04-05,Friday,April,False,False,12615,Grand Trunk Express,New Delhi,6,7,19,65.7,False
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,16,5.3,False
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,16,0.0,False
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,16,54.8,True
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,16,75.4,False
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,16,111.2,False
2024-04-05,Friday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,16,134.8,False
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,14,0.0,False
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,Vadodara,1,6,14,0.0,False
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,Ratlam,2,6,14,0.0,False
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,Kota,3,6,14,0.0,True
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,Mathura,4,6,14,5.4,False
2024-04-06,Saturday,April,True,False,12951,Mumbai Rajdhani,New Delhi,5,6,14,7.3,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Howrah,0,7,10,0.0,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Dhanbad,1,7,10,0.0,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Gaya,2,7,10,0.4,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,10,32.5,True
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Allahabad,4,7,10,22.1,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,Kanpur,5,7,10,19.9,False
2024-04-06,Saturday,April,True,False,12301,Howrah Rajdhani,New Delhi,6,7,10,8.5,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Bangalore,0,7,12,6.9,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Guntakal,1,7,12,11.2,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Wadi,2,7,12,13.0,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Solapur,3,7,12,105.2,True
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Pune,4,7,12,90.1,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,Dadar,5,7,12,86.0,False
2024-04-06,Saturday,April,True,False,12627,Karnataka Express,New Delhi,6,7,12,92.1,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Chennai Central,0,7,16,0.0,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Vijayawada,1,7,16,0.0,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Warangal,2,7,16,15.0,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Nagpur,3,7,16,44.7,True
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Bhopal,4,7,16,53.1,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,Jhansi,5,7,16,66.1,False
2024-04-06,Saturday,April,True,False,12615,Grand Trunk Express,New Delhi,6,7,16,83.5,False
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,9,0.0,False
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,9,0.0,False
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,9,0.0,True
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,9,4.4,False
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,9,0.0,False
2024-04-06,Saturday,April,True,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,9,0.0,False
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,8,0.0,False
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,Vadodara,1,6,8,0.0,False
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,Ratlam,2,6,8,3.2,False
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,Kota,3,6,8,16.2,True
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,Mathura,4,6,8,10.6,False
2024-04-07,Sunday,April,True,False,12951,Mumbai Rajdhani,New Delhi,5,6,8,3.2,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Howrah,0,7,18,0.0,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Dhanbad,1,7,18,23.3,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Gaya,2,7,18,33.2,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,18,114.7,True
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Allahabad,4,7,18,132.2,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,Kanpur,5,7,18,121.0,False
2024-04-07,Sunday,April,True,False,12301,Howrah Rajdhani,New Delhi,6,7,18,119.4,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Bangalore,0,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Guntakal,1,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Wadi,2,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Solapur,3,7,9,2.2,True
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Pune,4,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,Dadar,5,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12627,Karnataka Express,New Delhi,6,7,9,0.0,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Chennai Central,0,7,17,0.0,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Vijayawada,1,7,17,7.8,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Warangal,2,7,17,22.7,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Nagpur,3,7,17,40.6,True
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Bhopal,4,7,17,59.3,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,Jhansi,5,7,17,71.5,False
2024-04-07,Sunday,April,True,False,12615,Grand Trunk Express,New Delhi,6,7,17,72.8,False
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,17,0.0,False
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,17,16.3,False
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,17,41.8,True
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,17,53.8,False
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,17,65.2,False
2024-04-07,Sunday,April,True,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,17,76.5,False
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,14,4.7,False
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,Vadodara,1,6,14,6.4,False
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,Ratlam,2,6,14,5.7,False
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,Kota,3,6,14,31.2,True
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,Mathura,4,6,14,48.6,False
2024-04-08,Monday,April,False,False,12951,Mumbai Rajdhani,New Delhi,5,6,14,60.3,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Howrah,0,7,7,0.0,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Dhanbad,1,7,7,3.9,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Gaya,2,7,7,7.2,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,7,23.6,True
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Allahabad,4,7,7,23.6,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,Kanpur,5,7,7,28.5,False
2024-04-08,Monday,April,False,False,12301,Howrah Rajdhani,New Delhi,6,7,7,27.7,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Bangalore,0,7,20,0.0,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Guntakal,1,7,20,16.0,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Wadi,2,7,20,22.7,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Solapur,3,7,20,54.1,True
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Pune,4,7,20,51.8,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,Dadar,5,7,20,52.9,False
2024-04-08,Monday,April,False,False,12627,Karnataka Express,New Delhi,6,7,20,45.7,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Chennai Central,0,7,9,0.0,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Vijayawada,1,7,9,0.0,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Warangal,2,7,9,0.0,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Nagpur,3,7,9,15.4,True
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Bhopal,4,7,9,22.7,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,Jhansi,5,7,9,21.2,False
2024-04-08,Monday,April,False,False,12615,Grand Trunk Express,New Delhi,6,7,9,21.2,False
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Thiruvananthapuram,0,6,18,0.0,False
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Ernakulam,1,6,18,10.9,False
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Shoranur,2,6,18,58.8,True
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Kozhikode,3,6,18,76.4,False
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mangalore,4,6,18,92.1,False
2024-04-08,Monday,April,False,False,12431,Thiruvananthapuram Rajdhani,Mumbai Central,5,6,18,90.1,False
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,Mumbai Central,0,6,8,0.3,False
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,Vadodara,1,6,8,5.3,False
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,Ratlam,2,6,8,7.6,False
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,Kota,3,6,8,26.4,True
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,Mathura,4,6,8,33.7,False
2024-04-09,Tuesday,April,False,False,12951,Mumbai Rajdhani,New Delhi,5,6,8,38.5,False
2024-04-09,Tuesday,April,False,False,12301,Howrah Rajdhani,Howrah,0,7,15,10.8,False
2024-04-09,Tuesday,April,False,False,12301,Howrah Rajdhani,Dhanbad,1,7,15,6.9,False
2024-04-09,Tuesday,April,False,False,12301,Howrah Rajdhani,Gaya,2,7,15,11.3,False
2024-04-09,Tuesday,April,False,False,12301,Howrah Rajdhani,Mughal Sarai,3,7,15,26.2,True
